Order ID,Date,Year,Quarter,Month,Region,State,City,Product Category,Product Subcategory,Product Name,Sales Channel,Customer Segment,Customer Age Group,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Payment Method,Shipping Type,Order Priority
30138,2024-07-17,2024,Q3,Jul,South,Georgia,Atlanta,Accessories,Mouse,ClickPro,Online,Small Business,50+,14,755,0.15,8984.5,5436.44,3548.06,Card,Same-Day,High
30139,2024-08-19,2024,Q3,Aug,Midwest,Ohio,Columbus,Electronics,Tablet,Tab Elite,Distributor,Corporate,18-25,14,848,0.15,10091.2,5559.97,4531.23,Cash,Express,Critical
30140,2024-11-08,2024,Q4,Nov,Northeast,Massachusetts,Boston,Accessories,Headphones,SoundMax,Distributor,Corporate,26-35,5,511,0.05,2427.25,1366.93,1060.32,Bank Transfer,Express,High
30141,2024-05-16,2024,Q2,May,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Retail,Consumer,18-25,13,393,0.05,4853.55,3295.18,1558.37,Cash,Same-Day,Low
30142,2024-04-03,2024,Q2,Apr,Northeast,New York,New York,Accessories,Mouse,ClickPro,Online,Consumer,18-25,6,552,0.15,2815.2,1584.35,1230.85,Cash,Same-Day,Critical
30143,2024-12-08,2024,Q4,Dec,Northeast,New York,New York,Electronics,Laptop,UltraBook Pro,Retail,Small Business,36-50,15,162,0.05,2308.5,1485.78,822.72,Card,Standard,High
30144,2024-05-08,2024,Q2,May,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Retail,Corporate,18-25,11,559,0.1,5534.1,4149.46,1384.64,Digital Wallet,Same-Day,Critical
30145,2024-06-08,2024,Q2,Jun,West,Colorado,Denver,Furniture,Desk,WorkDesk Pro,Distributor,Small Business,50+,1,137,0.15,116.45,81.98,34.47,Cash,Express,Medium
30146,2024-07-04,2024,Q3,Jul,West,Washington,Seattle,Accessories,Headphones,SoundMax,Online,Consumer,18-25,5,36,0.15,153.0,94.74,58.26,Digital Wallet,Same-Day,Low
30147,2024-11-16,2024,Q4,Nov,Midwest,Illinois,Chicago,Furniture,Desk,WorkDesk Pro,Retail,Small Business,26-35,12,491,0.0,5892.0,3789.39,2102.61,Card,Standard,Medium
30148,2024-07-02,2024,Q3,Jul,Midwest,Michigan,Detroit,Accessories,Keyboard,KeyPro,Online,Small Business,26-35,5,266,0.05,1263.5,803.9,459.6,Digital Wallet,Same-Day,Medium
30149,2024-03-03,2024,Q1,Mar,South,Georgia,Atlanta,Furniture,Chair,ComfortSeat,Online,Consumer,50+,10,584,0.15,4964.0,2793.08,2170.92,Card,Same-Day,Medium
30150,2024-12-15,2024,Q4,Dec,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Distributor,Consumer,18-25,10,181,0.15,1538.5,858.59,679.91,Cash,Standard,Critical
30151,2024-10-24,2024,Q4,Oct,Northeast,Pennsylvania,Philadelphia,Electronics,Phone,Galaxy Max,Distributor,Small Business,50+,4,459,0.0,1836.0,1336.47,499.53,Bank Transfer,Same-Day,Low
30152,2024-08-12,2024,Q3,Aug,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Distributor,Corporate,26-35,10,615,0.05,5842.5,3489.92,2352.58,Cash,Standard,Medium
30153,2024-01-04,2024,Q1,Jan,Midwest,Illinois,Chicago,Accessories,Keyboard,KeyPro,Retail,Corporate,50+,11,784,0.0,8624.0,5260.26,3363.74,Bank Transfer,Express,High
30154,2024-01-02,2024,Q1,Jan,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,26-35,14,522,0.0,7308.0,5129.79,2178.21,Cash,Standard,Critical
30155,2024-07-25,2024,Q3,Jul,West,Colorado,Denver,Accessories,Headphones,SoundMax,Retail,Consumer,50+,6,243,0.0,1458.0,802.52,655.48,Digital Wallet,Same-Day,Critical
30156,2024-09-19,2024,Q3,Sep,South,Florida,Miami,Accessories,Headphones,SoundMax,Distributor,Corporate,26-35,15,253,0.1,3415.5,2395.11,1020.39,Digital Wallet,Standard,High
30157,2024-03-25,2024,Q1,Mar,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,Online,Consumer,18-25,10,200,0.1,1800.0,1106.25,693.75,Cash,Same-Day,Medium
30158,2024-01-20,2024,Q1,Jan,Northeast,Massachusetts,Boston,Accessories,Keyboard,KeyPro,Online,Consumer,18-25,15,1138,0.05,16216.5,9203.5,7013.0,Digital Wallet,Standard,Medium
30159,2024-06-07,2024,Q2,Jun,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Online,Small Business,50+,15,907,0.1,12244.5,6818.09,5426.41,Digital Wallet,Standard,Low
30160,2024-11-05,2024,Q4,Nov,West,Colorado,Denver,Electronics,Laptop,UltraBook Pro,Online,Corporate,50+,3,302,0.0,906.0,518.16,387.84,Digital Wallet,Express,Critical
30161,2024-09-07,2024,Q3,Sep,West,Colorado,Denver,Accessories,Mouse,ClickPro,Distributor,Consumer,50+,1,761,0.0,761.0,463.21,297.79,Cash,Standard,Critical
30162,2024-10-02,2024,Q4,Oct,West,Colorado,Denver,Furniture,Desk,WorkDesk Pro,Distributor,Small Business,36-50,2,707,0.0,1414.0,892.94,521.06,Digital Wallet,Express,Medium
30163,2024-11-15,2024,Q4,Nov,West,Washington,Seattle,Accessories,Headphones,SoundMax,Distributor,Consumer,36-50,11,969,0.1,9593.1,5833.43,3759.67,Cash,Express,High
30164,2024-03-11,2024,Q1,Mar,Midwest,Michigan,Detroit,Furniture,Cabinet,StoragePlus,Retail,Small Business,26-35,2,774,0.15,1315.8,819.86,495.94,Digital Wallet,Express,Medium
30165,2024-04-03,2024,Q2,Apr,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Distributor,Consumer,50+,1,648,0.1,583.2,330.97,252.23,Card,Express,Critical
30166,2024-11-03,2024,Q4,Nov,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Online,Corporate,26-35,10,1073,0.0,10730.0,7104.46,3625.54,Digital Wallet,Same-Day,Critical
30167,2024-09-30,2024,Q3,Sep,Northeast,New York,New York,Electronics,Phone,Galaxy Max,Online,Corporate,18-25,11,419,0.1,4148.1,2967.41,1180.69,Digital Wallet,Same-Day,Critical
30168,2024-08-14,2024,Q3,Aug,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Retail,Small Business,36-50,10,391,0.05,3714.5,2318.33,1396.17,Bank Transfer,Same-Day,Medium
30169,2024-05-17,2024,Q2,May,West,Colorado,Denver,Furniture,Cabinet,StoragePlus,Distributor,Consumer,26-35,8,810,0.05,6156.0,3618.99,2537.01,Card,Same-Day,Medium
30170,2024-10-17,2024,Q4,Oct,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Distributor,Small Business,50+,1,865,0.15,735.25,516.01,219.24,Cash,Standard,Low
30171,2024-10-24,2024,Q4,Oct,Midwest,Illinois,Chicago,Furniture,Cabinet,StoragePlus,Distributor,Small Business,36-50,4,100,0.05,380.0,263.55,116.45,Card,Same-Day,Critical
30172,2024-02-11,2024,Q1,Feb,South,Georgia,Atlanta,Electronics,Phone,Galaxy Max,Online,Small Business,36-50,8,802,0.15,5453.6,3768.6,1685.0,Card,Express,High
30173,2024-01-26,2024,Q1,Jan,Northeast,Pennsylvania,Philadelphia,Accessories,Headphones,SoundMax,Distributor,Corporate,18-25,15,935,0.0,14025.0,9606.91,4418.09,Bank Transfer,Standard,Low
30174,2024-12-28,2024,Q4,Dec,South,Georgia,Atlanta,Accessories,Keyboard,KeyPro,Online,Small Business,36-50,10,699,0.1,6291.0,3527.34,2763.66,Card,Same-Day,High
30175,2024-06-21,2024,Q2,Jun,Northeast,Massachusetts,Boston,Accessories,Headphones,SoundMax,Retail,Corporate,36-50,2,814,0.05,1546.6,1035.18,511.42,Cash,Standard,Critical
30176,2024-05-17,2024,Q2,May,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Retail,Corporate,18-25,2,329,0.0,658.0,439.03,218.97,Card,Same-Day,Critical
30177,2024-11-14,2024,Q4,Nov,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Retail,Consumer,50+,6,983,0.05,5603.1,3499.93,2103.17,Cash,Standard,High
30178,2024-03-01,2024,Q1,Mar,South,Georgia,Atlanta,Furniture,Cabinet,StoragePlus,Retail,Small Business,18-25,12,946,0.15,9649.2,6478.91,3170.29,Bank Transfer,Standard,High
30179,2024-11-20,2024,Q4,Nov,Midwest,Michigan,Detroit,Accessories,Headphones,SoundMax,Online,Small Business,26-35,8,1136,0.15,7724.8,4374.23,3350.57,Card,Express,Critical
30180,2024-07-21,2024,Q3,Jul,West,Colorado,Denver,Furniture,Cabinet,StoragePlus,Online,Corporate,36-50,9,495,0.1,4009.5,2414.49,1595.01,Digital Wallet,Express,Low
30181,2024-04-14,2024,Q2,Apr,West,California,Los Angeles,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,26-35,5,798,0.15,3391.5,2206.48,1185.02,Card,Standard,Low
30182,2024-08-16,2024,Q3,Aug,Northeast,New York,New York,Furniture,Chair,ComfortSeat,Distributor,Small Business,26-35,10,959,0.15,8151.5,5994.34,2157.16,Card,Same-Day,Low
30183,2024-09-07,2024,Q3,Sep,West,Washington,Seattle,Accessories,Keyboard,KeyPro,Distributor,Small Business,36-50,15,718,0.1,9693.0,7186.77,2506.23,Card,Same-Day,Medium
30184,2024-06-27,2024,Q2,Jun,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,Distributor,Corporate,50+,13,149,0.0,1937.0,1134.9,802.1,Bank Transfer,Standard,Medium
30185,2024-05-11,2024,Q2,May,Northeast,Massachusetts,Boston,Accessories,Mouse,ClickPro,Online,Corporate,36-50,11,673,0.0,7403.0,5541.82,1861.18,Digital Wallet,Same-Day,Critical
30186,2024-09-28,2024,Q3,Sep,West,Washington,Seattle,Furniture,Chair,ComfortSeat,Retail,Corporate,26-35,5,841,0.0,4205.0,2665.82,1539.18,Cash,Standard,Medium
30187,2024-01-15,2024,Q1,Jan,West,Colorado,Denver,Accessories,Keyboard,KeyPro,Online,Consumer,18-25,8,1200,0.15,8160.0,5323.13,2836.87,Digital Wallet,Express,Critical
30188,2024-01-11,2024,Q1,Jan,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Online,Consumer,18-25,3,75,0.0,225.0,146.3,78.7,Cash,Same-Day,Medium
30189,2024-01-26,2024,Q1,Jan,South,Florida,Miami,Furniture,Desk,WorkDesk Pro,Distributor,Consumer,50+,3,706,0.0,2118.0,1227.54,890.46,Bank Transfer,Standard,Medium
30190,2024-04-14,2024,Q2,Apr,South,Georgia,Atlanta,Electronics,Tablet,Tab Elite,Distributor,Corporate,18-25,6,227,0.1,1225.8,769.97,455.83,Card,Express,Critical
30191,2024-06-18,2024,Q2,Jun,South,Georgia,Atlanta,Furniture,Cabinet,StoragePlus,Online,Small Business,18-25,9,618,0.1,5005.8,3550.55,1455.25,Bank Transfer,Express,Low
30192,2024-02-12,2024,Q1,Feb,Northeast,Massachusetts,Boston,Furniture,Chair,ComfortSeat,Online,Small Business,18-25,7,1052,0.1,6627.6,4678.99,1948.61,Bank Transfer,Standard,High
30193,2024-03-04,2024,Q1,Mar,West,California,Los Angeles,Accessories,Headphones,SoundMax,Retail,Small Business,36-50,14,43,0.15,511.7,357.07,154.63,Card,Same-Day,Medium
30194,2024-04-09,2024,Q2,Apr,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Online,Consumer,50+,7,398,0.1,2507.4,1542.0,965.4,Digital Wallet,Express,Critical
30195,2024-01-30,2024,Q1,Jan,Northeast,New York,New York,Accessories,Mouse,ClickPro,Online,Consumer,50+,12,72,0.0,864.0,529.84,334.16,Digital Wallet,Same-Day,High
30196,2024-10-03,2024,Q4,Oct,South,Texas,Dallas,Electronics,Phone,Galaxy Max,Online,Corporate,26-35,8,887,0.15,6031.6,4015.25,2016.35,Bank Transfer,Standard,High
30197,2024-10-31,2024,Q4,Oct,Northeast,Massachusetts,Boston,Electronics,Tablet,Tab Elite,Online,Consumer,50+,8,285,0.1,2052.0,1398.73,653.27,Card,Standard,Low
30198,2024-02-22,2024,Q1,Feb,South,Florida,Miami,Electronics,Phone,Galaxy Max,Online,Small Business,18-25,1,196,0.05,186.2,111.71,74.49,Digital Wallet,Same-Day,Low
30199,2024-11-27,2024,Q4,Nov,Northeast,Massachusetts,Boston,Accessories,Headphones,SoundMax,Distributor,Small Business,50+,1,610,0.0,610.0,375.12,234.88,Cash,Same-Day,Low
30200,2024-03-22,2024,Q1,Mar,Midwest,Michigan,Detroit,Electronics,Phone,Galaxy Max,Distributor,Small Business,36-50,14,664,0.1,8366.4,5855.28,2511.12,Digital Wallet,Express,Medium
30201,2024-08-25,2024,Q3,Aug,West,Washington,Seattle,Electronics,Tablet,Tab Elite,Distributor,Consumer,50+,13,272,0.05,3359.2,2019.86,1339.34,Cash,Standard,High
30202,2024-04-07,2024,Q2,Apr,South,Texas,Dallas,Furniture,Desk,WorkDesk Pro,Online,Corporate,36-50,13,1086,0.05,13412.1,9578.56,3833.54,Card,Same-Day,Critical
30203,2024-10-19,2024,Q4,Oct,Midwest,Illinois,Chicago,Accessories,Mouse,ClickPro,Online,Corporate,36-50,2,250,0.05,475.0,319.91,155.09,Card,Standard,Low
30204,2024-02-25,2024,Q1,Feb,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Online,Small Business,26-35,4,169,0.05,642.2,475.67,166.53,Cash,Same-Day,Medium
30205,2024-01-07,2024,Q1,Jan,West,Washington,Seattle,Electronics,Tablet,Tab Elite,Online,Small Business,18-25,14,1153,0.15,13720.7,8359.47,5361.23,Bank Transfer,Standard,Low
30206,2024-01-20,2024,Q1,Jan,South,Texas,Dallas,Furniture,Desk,WorkDesk Pro,Online,Small Business,26-35,3,1075,0.05,3063.75,2227.18,836.57,Bank Transfer,Standard,Critical
30207,2024-12-17,2024,Q4,Dec,West,Colorado,Denver,Accessories,Headphones,SoundMax,Distributor,Small Business,36-50,2,1172,0.0,2344.0,1701.97,642.03,Bank Transfer,Same-Day,Critical
30208,2024-03-16,2024,Q1,Mar,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Distributor,Corporate,18-25,13,442,0.1,5171.4,3639.85,1531.55,Bank Transfer,Same-Day,High
30209,2024-06-02,2024,Q2,Jun,Midwest,Michigan,Detroit,Furniture,Desk,WorkDesk Pro,Distributor,Corporate,36-50,4,397,0.0,1588.0,934.56,653.44,Digital Wallet,Express,Medium
30210,2024-08-08,2024,Q3,Aug,South,Florida,Miami,Electronics,Laptop,UltraBook Pro,Retail,Small Business,36-50,12,294,0.0,3528.0,2247.98,1280.02,Digital Wallet,Same-Day,Low
30211,2024-11-29,2024,Q4,Nov,South,Texas,Dallas,Furniture,Chair,ComfortSeat,Retail,Consumer,50+,1,556,0.1,500.4,359.69,140.71,Card,Same-Day,High
30212,2024-07-03,2024,Q3,Jul,Northeast,New York,New York,Electronics,Phone,Galaxy Max,Retail,Consumer,50+,8,950,0.1,6840.0,4770.69,2069.31,Digital Wallet,Standard,Low
30213,2024-01-10,2024,Q1,Jan,Midwest,Illinois,Chicago,Furniture,Chair,ComfortSeat,Retail,Small Business,18-25,3,483,0.15,1231.65,792.93,438.72,Bank Transfer,Same-Day,Low
30214,2024-06-21,2024,Q2,Jun,Northeast,Pennsylvania,Philadelphia,Furniture,Desk,WorkDesk Pro,Retail,Small Business,36-50,6,855,0.05,4873.5,3363.67,1509.83,Card,Same-Day,Critical
30215,2024-05-25,2024,Q2,May,Northeast,New York,New York,Accessories,Headphones,SoundMax,Online,Small Business,50+,12,455,0.15,4641.0,2955.47,1685.53,Card,Express,Medium
30216,2024-02-14,2024,Q1,Feb,West,Colorado,Denver,Accessories,Headphones,SoundMax,Retail,Small Business,36-50,15,42,0.1,567.0,399.82,167.18,Card,Same-Day,High
30217,2024-05-30,2024,Q2,May,Northeast,Massachusetts,Boston,Electronics,Phone,Galaxy Max,Retail,Consumer,50+,14,507,0.05,6743.1,4409.11,2333.99,Digital Wallet,Standard,Low
30218,2024-08-04,2024,Q3,Aug,Midwest,Michigan,Detroit,Electronics,Laptop,UltraBook Pro,Retail,Small Business,26-35,12,478,0.05,5449.2,3311.8,2137.4,Card,Express,Critical
30219,2024-02-16,2024,Q1,Feb,Midwest,Michigan,Detroit,Electronics,Laptop,UltraBook Pro,Retail,Consumer,26-35,3,366,0.15,933.3,549.61,383.69,Bank Transfer,Standard,Low
30220,2024-01-06,2024,Q1,Jan,West,California,Los Angeles,Furniture,Chair,ComfortSeat,Retail,Small Business,26-35,9,533,0.1,4317.3,2980.82,1336.48,Card,Express,Critical
30221,2024-12-17,2024,Q4,Dec,Northeast,Pennsylvania,Philadelphia,Accessories,Headphones,SoundMax,Distributor,Consumer,36-50,9,349,0.15,2669.85,1996.39,673.46,Card,Same-Day,High
30222,2024-03-14,2024,Q1,Mar,Midwest,Ohio,Columbus,Electronics,Tablet,Tab Elite,Online,Consumer,26-35,4,1125,0.15,3825.0,2621.32,1203.68,Bank Transfer,Express,Medium
30223,2024-08-08,2024,Q3,Aug,West,Washington,Seattle,Electronics,Tablet,Tab Elite,Retail,Corporate,50+,3,41,0.1,110.7,74.09,36.61,Digital Wallet,Express,Critical
30224,2024-07-20,2024,Q3,Jul,Northeast,New York,New York,Electronics,Phone,Galaxy Max,Retail,Corporate,26-35,4,514,0.15,1747.6,1029.04,718.56,Card,Standard,Low
30225,2024-04-29,2024,Q2,Apr,Midwest,Ohio,Columbus,Electronics,Tablet,Tab Elite,Distributor,Small Business,36-50,8,93,0.0,744.0,555.5,188.5,Cash,Standard,Critical
30226,2024-12-12,2024,Q4,Dec,Northeast,Pennsylvania,Philadelphia,Electronics,Tablet,Tab Elite,Online,Consumer,18-25,15,696,0.15,8874.0,5920.74,2953.26,Bank Transfer,Same-Day,Low
30227,2024-07-18,2024,Q3,Jul,Midwest,Michigan,Detroit,Accessories,Mouse,ClickPro,Retail,Corporate,26-35,6,526,0.05,2998.2,1890.52,1107.68,Digital Wallet,Express,Medium
30228,2024-09-03,2024,Q3,Sep,Midwest,Michigan,Detroit,Furniture,Cabinet,StoragePlus,Distributor,Small Business,26-35,5,39,0.15,165.75,118.37,47.38,Card,Standard,Low
30229,2024-10-12,2024,Q4,Oct,Midwest,Michigan,Detroit,Accessories,Mouse,ClickPro,Online,Small Business,26-35,3,531,0.1,1433.7,986.33,447.37,Digital Wallet,Standard,Critical
30230,2024-02-06,2024,Q1,Feb,Northeast,Massachusetts,Boston,Furniture,Cabinet,StoragePlus,Online,Consumer,50+,15,1025,0.1,13837.5,8548.03,5289.47,Bank Transfer,Same-Day,Low
30231,2024-12-06,2024,Q4,Dec,South,Florida,Miami,Electronics,Phone,Galaxy Max,Online,Corporate,36-50,14,897,0.0,12558.0,8825.26,3732.74,Card,Standard,Medium
30232,2024-07-02,2024,Q3,Jul,South,Florida,Miami,Electronics,Phone,Galaxy Max,Distributor,Small Business,18-25,10,308,0.05,2926.0,1754.2,1171.8,Bank Transfer,Standard,High
30233,2024-02-16,2024,Q1,Feb,West,Colorado,Denver,Furniture,Chair,ComfortSeat,Retail,Corporate,18-25,14,1005,0.05,13366.5,8911.52,4454.98,Cash,Express,Medium
30234,2024-05-10,2024,Q2,May,Northeast,Pennsylvania,Philadelphia,Accessories,Headphones,SoundMax,Online,Corporate,50+,4,506,0.0,2024.0,1221.78,802.22,Digital Wallet,Same-Day,Low
30235,2024-03-21,2024,Q1,Mar,Midwest,Ohio,Columbus,Accessories,Headphones,SoundMax,Online,Corporate,18-25,10,1093,0.15,9290.5,6656.82,2633.68,Digital Wallet,Standard,Critical
30236,2024-10-04,2024,Q4,Oct,Northeast,Pennsylvania,Philadelphia,Electronics,Laptop,UltraBook Pro,Retail,Small Business,50+,6,805,0.1,4347.0,2945.16,1401.84,Digital Wallet,Same-Day,High
30237,2024-05-27,2024,Q2,May,West,Washington,Seattle,Furniture,Desk,WorkDesk Pro,Retail,Consumer,50+,10,1094,0.0,10940.0,7963.86,2976.14,Bank Transfer,Same-Day,Critical
30238,2024-06-19,2024,Q2,Jun,Northeast,Pennsylvania,Philadelphia,Accessories,Headphones,SoundMax,Distributor,Corporate,36-50,4,108,0.0,432.0,261.57,170.43,Card,Express,High
30239,2024-12-03,2024,Q4,Dec,Northeast,Pennsylvania,Philadelphia,Accessories,Mouse,ClickPro,Retail,Corporate,36-50,3,1186,0.15,3024.3,1960.46,1063.84,Digital Wallet,Express,High
30240,2024-01-24,2024,Q1,Jan,Northeast,Pennsylvania,Philadelphia,Accessories,Keyboard,KeyPro,Retail,Corporate,36-50,8,40,0.1,288.0,200.32,87.68,Bank Transfer,Express,High
30241,2024-02-24,2024,Q1,Feb,West,Colorado,Denver,Electronics,Phone,Galaxy Max,Retail,Corporate,50+,5,1158,0.15,4921.5,3225.16,1696.34,Cash,Standard,Critical
30242,2024-05-23,2024,Q2,May,Midwest,Ohio,Columbus,Furniture,Desk,WorkDesk Pro,Retail,Corporate,36-50,2,708,0.05,1345.2,808.46,536.74,Cash,Standard,Low
30243,2024-09-28,2024,Q3,Sep,Midwest,Ohio,Columbus,Accessories,Mouse,ClickPro,Retail,Consumer,50+,4,317,0.05,1204.6,685.54,519.06,Cash,Same-Day,Medium
30244,2024-06-05,2024,Q2,Jun,Midwest,Illinois,Chicago,Electronics,Laptop,UltraBook Pro,Distributor,Corporate,18-25,3,409,0.05,1165.65,809.7,355.95,Cash,Express,Low
30245,2024-11-25,2024,Q4,Nov,Midwest,Illinois,Chicago,Electronics,Tablet,Tab Elite,Retail,Corporate,18-25,6,202,0.15,1030.2,583.21,446.99,Digital Wallet,Express,Medium
30246,2024-06-30,2024,Q2,Jun,West,California,Los Angeles,Accessories,Keyboard,KeyPro,Distributor,Consumer,26-35,3,596,0.1,1609.2,1037.14,572.06,Cash,Standard,High
30247,2024-04-30,2024,Q2,Apr,Midwest,Illinois,Chicago,Electronics,Laptop,UltraBook Pro,Online,Small Business,26-35,2,288,0.1,518.4,298.68,219.72,Bank Transfer,Same-Day,Medium
30248,2024-12-11,2024,Q4,Dec,West,Washington,Seattle,Electronics,Tablet,Tab Elite,Online,Small Business,36-50,10,296,0.15,2516.0,1654.53,861.47,Bank Transfer,Same-Day,Medium
30249,2024-01-29,2024,Q1,Jan,Midwest,Michigan,Detroit,Electronics,Phone,Galaxy Max,Distributor,Consumer,50+,10,1057,0.15,8984.5,5947.61,3036.89,Card,Same-Day,Critical
30250,2024-01-21,2024,Q1,Jan,South,Florida,Miami,Furniture,Cabinet,StoragePlus,Distributor,Small Business,50+,5,128,0.1,576.0,410.47,165.53,Cash,Same-Day,Medium
30251,2024-03-30,2024,Q1,Mar,Northeast,New York,New York,Furniture,Chair,ComfortSeat,Distributor,Small Business,26-35,10,713,0.1,6417.0,4053.26,2363.74,Bank Transfer,Express,Medium
30252,2024-10-21,2024,Q4,Oct,South,Texas,Dallas,Electronics,Phone,Galaxy Max,Online,Consumer,18-25,13,226,0.05,2791.1,1595.25,1195.85,Cash,Express,Critical
30253,2024-09-11,2024,Q3,Sep,West,Colorado,Denver,Furniture,Cabinet,StoragePlus,Online,Corporate,26-35,13,823,0.0,10699.0,7600.89,3098.11,Card,Express,Low
30254,2024-03-09,2024,Q1,Mar,Midwest,Ohio,Columbus,Furniture,Cabinet,StoragePlus,Distributor,Small Business,36-50,2,1197,0.05,2274.3,1373.88,900.42,Cash,Same-Day,Low
30255,2024-03-26,2024,Q1,Mar,West,California,Los Angeles,Accessories,Keyboard,KeyPro,Distributor,Consumer,36-50,4,1169,0.0,4676.0,3061.21,1614.79,Cash,Standard,Low
30256,2024-09-30,2024,Q3,Sep,Midwest,Illinois,Chicago,Electronics,Phone,Galaxy Max,Online,Small Business,36-50,8,932,0.05,7083.2,3916.13,3167.07,Digital Wallet,Express,Low
30257,2024-05-03,2024,Q2,May,South,Texas,Dallas,Electronics,Tablet,Tab Elite,Online,Consumer,26-35,10,296,0.1,2664.0,1611.38,1052.62,Bank Transfer,Standard,Critical
30258,2024-11-07,2024,Q4,Nov,South,Florida,Miami,Furniture,Cabinet,StoragePlus,Online,Small Business,36-50,11,1079,0.0,11869.0,8135.19,3733.81,Card,Express,High
30259,2024-07-08,2024,Q3,Jul,West,Washington,Seattle,Furniture,Desk,WorkDesk Pro,Online,Consumer,36-50,4,963,0.05,3659.4,2212.97,1446.43,Cash,Same-Day,Low
30260,2024-06-22,2024,Q2,Jun,South,Georgia,Atlanta,Furniture,Desk,WorkDesk Pro,Retail,Small Business,36-50,4,1075,0.05,4085.0,2960.16,1124.84,Bank Transfer,Express,Critical
30261,2024-12-02,2024,Q4,Dec,West,Colorado,Denver,Furniture,Desk,WorkDesk Pro,Retail,Corporate,50+,6,531,0.15,2708.1,1792.97,915.13,Bank Transfer,Same-Day,Critical
30262,2024-05-04,2024,Q2,May,Midwest,Ohio,Columbus,Accessories,Headphones,SoundMax,Distributor,Corporate,26-35,11,797,0.1,7890.3,4374.87,3515.43,Digital Wallet,Standard,Low
30263,2024-11-23,2024,Q4,Nov,Northeast,Pennsylvania,Philadelphia,Furniture,Cabinet,StoragePlus,Distributor,Consumer,18-25,13,97,0.05,1197.95,721.34,476.61,Card,Same-Day,High
30264,2024-09-29,2024,Q3,Sep,Midwest,Ohio,Columbus,Accessories,Headphones,SoundMax,Retail,Consumer,36-50,9,165,0.15,1262.25,903.2,359.05,Digital Wallet,Express,High
30265,2024-02-25,2024,Q1,Feb,South,Georgia,Atlanta,Accessories,Headphones,SoundMax,Online,Corporate,36-50,9,393,0.1,3183.3,2380.96,802.34,Cash,Express,High
30266,2024-04-23,2024,Q2,Apr,Northeast,Massachusetts,Boston,Electronics,Laptop,UltraBook Pro,Online,Consumer,50+,14,560,0.0,7840.0,4529.5,3310.5,Card,Standard,Critical
30267,2024-08-07,2024,Q3,Aug,Midwest,Michigan,Detroit,Electronics,Phone,Galaxy Max,Online,Small Business,18-25,13,1047,0.05,12930.45,7529.48,5400.97,Bank Transfer,Same-Day,Low
30268,2024-06-21,2024,Q2,Jun,Midwest,Ohio,Columbus,Accessories,Keyboard,KeyPro,Online,Consumer,18-25,14,561,0.0,7854.0,4521.37,3332.63,Cash,Same-Day,High
30269,2024-01-28,2024,Q1,Jan,South,Georgia,Atlanta,Accessories,Mouse,ClickPro,Retail,Small Business,36-50,10,430,0.0,4300.0,3062.16,1237.84,Bank Transfer,Express,Medium
30270,2024-09-09,2024,Q3,Sep,Midwest,Ohio,Columbus,Electronics,Laptop,UltraBook Pro,Online,Corporate,36-50,2,1077,0.0,2154.0,1333.64,820.36,Digital Wallet,Standard,Critical
30271,2024-12-11,2024,Q4,Dec,West,Washington,Seattle,Electronics,Laptop,UltraBook Pro,Retail,Consumer,18-25,11,200,0.0,2200.0,1606.56,593.44,Digital Wallet,Same-Day,High
30272,2024-10-02,2024,Q4,Oct,Northeast,New York,New York,Furniture,Cabinet,StoragePlus,Retail,Consumer,18-25,7,327,0.1,2060.1,1318.91,741.19,Cash,Same-Day,Medium
30273,2024-04-01,2024,Q2,Apr,Midwest,Michigan,Detroit,Accessories,Keyboard,KeyPro,Distributor,Corporate,50+,15,964,0.15,12291.0,8317.83,3973.17,Cash,Same-Day,High
30274,2024-09-03,2024,Q3,Sep,Northeast,New York,New York,Electronics,Phone,Galaxy Max,Online,Consumer,50+,4,84,0.1,302.4,185.91,116.49,Bank Transfer,Standard,Low
30275,2024-03-28,2024,Q1,Mar,Northeast,New York,New York,Electronics,Tablet,Tab Elite,Distributor,Small Business,36-50,13,531,0.15,5867.55,3308.69,2558.86,Digital Wallet,Same-Day,High
