Order ID,Date,Year,Quarter,Month,Region,Country,State,City,Sales Channel,Customer Segment,Category,Subcategory,Product Name,Sales Rep,Units Sold,Unit Price,Discount,Revenue,Cost,Profit,Payment Method
10143,22/12/2024,2024,Q4,Dec,West,USA,California,Los Angeles,Retail,Small Business,Furniture,Desk,WorkDesk Pro,Sarah Lopez,9,141,0.05,1205.55,695.82,509.73,Cash
10144,24/07/2024,2024,Q3,Jul,South,USA,Texas,Dallas,Distributor,Consumer,Accessories,Headphones,SoundMax,David Clark,5,813,0.1,3658.5,2025.55,1632.95,Digital Wallet
10145,07/07/2024,2024,Q3,Jul,Northeast,USA,New York,New York,Retail,Consumer,Furniture,Desk,WorkDesk Pro,David Clark,7,678,0.1,4271.4,3069.29,1202.11,Transfer
10146,24/06/2024,2024,Q2,Jun,Northeast,USA,New York,New York,Retail,Corporate,Furniture,Chair,ComfortSeat,Michael Brown,3,276,0,828,478.21,349.79,Transfer
10147,07/06/2024,2024,Q2,Jun,West,USA,Washington,Seattle,Distributor,Small Business,Electronics,Phone,Galaxy Max,Michael Brown,6,1132,0.1,6112.8,4460.69,1652.11,Transfer
10148,17/10/2024,2024,Q4,Oct,West,USA,California,Los Angeles,Distributor,Corporate,Accessories,Headphones,SoundMax,Jessica Lee,16,903,0.15,12280.8,7423.88,4856.92,Cash
10149,13/07/2024,2024,Q3,Jul,West,USA,California,Los Angeles,Distributor,Corporate,Furniture,Chair,ComfortSeat,David Clark,10,1067,0.1,9603,6331.1,3271.9,Card
10150,03/09/2024,2024,Q3,Sep,South,USA,Florida,Miami,Retail,Consumer,Furniture,Desk,WorkDesk Pro,John Miller,16,1121,0.1,16142.4,12090.28,4052.12,Transfer
10151,23/03/2024,2024,Q1,Mar,Midwest,USA,Ohio,Columbus,Retail,Consumer,Furniture,Chair,ComfortSeat,John Miller,7,109,0.05,724.85,410.94,313.91,Cash
10152,18/08/2024,2024,Q3,Aug,South,USA,Texas,Dallas,Distributor,Small Business,Accessories,Headphones,SoundMax,John Miller,2,539,0.05,1024.1,750.38,273.72,Card
10153,26/03/2024,2024,Q1,Mar,West,USA,California,Los Angeles,Retail,Consumer,Electronics,Phone,Galaxy Max,John Miller,19,733,0,13927,8143.18,5783.82,Cash
10154,29/01/2024,2024,Q1,Jan,Midwest,USA,Ohio,Columbus,Retail,Small Business,Electronics,Laptop,UltraBook Pro,Emily Carter,9,94,0,846,570.1,275.9,Cash
10155,04/04/2024,2024,Q2,Apr,West,USA,Washington,Seattle,Distributor,Small Business,Accessories,Keyboard,KeyPro,Jessica Lee,4,1008,0,4032,2258.09,1773.91,Transfer
10156,24/09/2024,2024,Q3,Sep,Midwest,USA,Michigan,Detroit,Online,Consumer,Accessories,Headphones,SoundMax,John Miller,3,236,0,708,497.15,210.85,Digital Wallet
10157,18/10/2024,2024,Q4,Oct,West,USA,California,Los Angeles,Retail,Consumer,Furniture,Desk,WorkDesk Pro,Jessica Lee,8,828,0,6624,4531.39,2092.61,Digital Wallet
10158,25/08/2024,2024,Q3,Aug,Midwest,USA,Ohio,Columbus,Distributor,Corporate,Accessories,Keyboard,KeyPro,Jessica Lee,17,221,0.05,3569.15,2431.89,1137.26,Digital Wallet
10159,03/03/2024,2024,Q1,Mar,Northeast,USA,Massachusetts,Boston,Distributor,Consumer,Electronics,Laptop,UltraBook Pro,John Miller,2,1046,0.05,1987.4,1255.32,732.08,Card
10160,13/06/2024,2024,Q2,Jun,South,USA,Texas,Dallas,Retail,Consumer,Furniture,Desk,WorkDesk Pro,Jessica Lee,15,99,0.1,1336.5,957.21,379.29,Card
10161,16/05/2024,2024,Q2,May,West,USA,Colorado,Denver,Distributor,Corporate,Accessories,Headphones,SoundMax,Michael Brown,13,730,0.05,9015.5,5512.69,3502.81,Card
10162,17/12/2024,2024,Q4,Dec,Northeast,USA,Pennsylvania,Philadelphia,Retail,Consumer,Accessories,Keyboard,KeyPro,Sarah Lopez,19,147,0.15,2374.05,1393.55,980.5,Digital Wallet
10163,07/01/2024,2024,Q1,Jan,South,USA,Texas,Dallas,Online,Consumer,Furniture,Chair,ComfortSeat,Jessica Lee,10,89,0.15,756.5,422.6,333.9,Card
10164,23/10/2024,2024,Q4,Oct,West,USA,Washington,Seattle,Online,Small Business,Electronics,Tablet,Tab Elite,John Miller,4,768,0.15,2611.2,1875.92,735.28,Cash
10165,05/02/2024,2024,Q1,Feb,South,USA,Texas,Dallas,Distributor,Small Business,Furniture,Desk,WorkDesk Pro,Jessica Lee,11,150,0,1650,998.64,651.36,Card
10166,22/09/2024,2024,Q3,Sep,Northeast,USA,Massachusetts,Boston,Distributor,Small Business,Furniture,Chair,ComfortSeat,John Miller,17,335,0.1,5125.5,3376.42,1749.08,Transfer
10167,20/08/2024,2024,Q3,Aug,Northeast,USA,Massachusetts,Boston,Retail,Consumer,Electronics,Tablet,Tab Elite,Emily Carter,5,252,0.05,1197,752.17,444.83,Cash
10168,08/11/2024,2024,Q4,Nov,Midwest,USA,Ohio,Columbus,Online,Consumer,Electronics,Phone,Galaxy Max,Michael Brown,17,1068,0,18156,11175.93,6980.07,Transfer
10169,03/12/2024,2024,Q4,Dec,Midwest,USA,Ohio,Columbus,Online,Consumer,Furniture,Chair,ComfortSeat,Michael Brown,7,517,0.05,3438.05,1973,1465.05,Digital Wallet
10170,29/08/2024,2024,Q3,Aug,Midwest,USA,Ohio,Columbus,Distributor,Consumer,Furniture,Desk,WorkDesk Pro,John Miller,10,304,0.15,2584,1834.43,749.57,Card
10171,26/06/2024,2024,Q2,Jun,Midwest,USA,Illinois,Chicago,Retail,Small Business,Furniture,Chair,ComfortSeat,Michael Brown,8,315,0.15,2142,1472.58,669.42,Transfer
10172,09/05/2024,2024,Q2,May,Midwest,USA,Illinois,Chicago,Online,Corporate,Accessories,Keyboard,KeyPro,John Miller,1,973,0.1,875.7,542.06,333.64,Card
10173,03/09/2024,2024,Q3,Sep,Northeast,USA,Massachusetts,Boston,Online,Corporate,Electronics,Phone,Galaxy Max,Sarah Lopez,6,578,0.15,2947.8,2113.58,834.22,Cash
10174,27/02/2024,2024,Q1,Feb,South,USA,Georgia,Atlanta,Distributor,Corporate,Furniture,Chair,ComfortSeat,Sarah Lopez,15,985,0.05,14036.25,8041.16,5995.09,Transfer
10175,30/09/2024,2024,Q3,Sep,Northeast,USA,New York,New York,Distributor,Consumer,Electronics,Phone,Galaxy Max,David Clark,5,933,0.05,4431.75,3028.87,1402.88,Cash
10176,05/12/2024,2024,Q4,Dec,West,USA,Colorado,Denver,Distributor,Small Business,Electronics,Laptop,UltraBook Pro,Sarah Lopez,16,1010,0,16160,11224.27,4935.73,Cash
10177,02/08/2024,2024,Q3,Aug,South,USA,Georgia,Atlanta,Online,Consumer,Furniture,Chair,ComfortSeat,Emily Carter,5,853,0.1,3838.5,2206.71,1631.79,Cash
10178,20/05/2024,2024,Q2,May,West,USA,California,Los Angeles,Online,Corporate,Electronics,Tablet,Tab Elite,Michael Brown,6,51,0,306,205.98,100.02,Digital Wallet
10179,10/09/2024,2024,Q3,Sep,Northeast,USA,New York,New York,Online,Consumer,Accessories,Keyboard,KeyPro,John Miller,13,824,0.15,9105.2,5240.43,3864.77,Digital Wallet
10180,25/01/2024,2024,Q1,Jan,Midwest,USA,Michigan,Detroit,Online,Corporate,Furniture,Desk,WorkDesk Pro,David Clark,7,1146,0,8022,4907.28,3114.72,Transfer
10181,13/03/2024,2024,Q1,Mar,Midwest,USA,Michigan,Detroit,Retail,Consumer,Furniture,Desk,WorkDesk Pro,Michael Brown,20,149,0.1,2682,1711.62,970.38,Cash
10182,26/04/2024,2024,Q2,Apr,Northeast,USA,Pennsylvania,Philadelphia,Retail,Corporate,Accessories,Keyboard,KeyPro,Emily Carter,1,231,0.05,219.45,140.67,78.78,Cash
10183,23/12/2024,2024,Q4,Dec,West,USA,Washington,Seattle,Online,Corporate,Accessories,Headphones,SoundMax,Jessica Lee,8,381,0,3048,2276.96,771.04,Digital Wallet
10184,05/07/2024,2024,Q3,Jul,South,USA,Texas,Dallas,Retail,Consumer,Accessories,Headphones,SoundMax,Emily Carter,16,1161,0.05,17647.2,11883.63,5763.57,Digital Wallet
10185,21/09/2024,2024,Q3,Sep,South,USA,Florida,Miami,Online,Consumer,Electronics,Laptop,UltraBook Pro,Jessica Lee,9,920,0,8280,6202.37,2077.63,Transfer
10186,26/11/2024,2024,Q4,Nov,South,USA,Florida,Miami,Retail,Consumer,Accessories,Keyboard,KeyPro,John Miller,20,685,0,13700,8958.65,4741.35,Transfer
10187,14/03/2024,2024,Q1,Mar,West,USA,Colorado,Denver,Online,Consumer,Electronics,Phone,Galaxy Max,Michael Brown,14,156,0.15,1856.4,1165.49,690.91,Digital Wallet
10188,12/07/2024,2024,Q3,Jul,South,USA,Texas,Dallas,Retail,Consumer,Electronics,Tablet,Tab Elite,Jessica Lee,3,1051,0,3153,1738.73,1414.27,Cash
10189,23/04/2024,2024,Q2,Apr,West,USA,Washington,Seattle,Retail,Small Business,Furniture,Chair,ComfortSeat,Sarah Lopez,2,94,0.05,178.6,119.86,58.74,Transfer
10190,10/01/2024,2024,Q1,Jan,Northeast,USA,Pennsylvania,Philadelphia,Online,Small Business,Electronics,Laptop,UltraBook Pro,John Miller,20,1169,0.15,19873,11967.1,7905.9,Card
10191,25/12/2024,2024,Q4,Dec,Midwest,USA,Michigan,Detroit,Retail,Consumer,Electronics,Tablet,Tab Elite,John Miller,13,268,0.1,3135.6,1779.24,1356.36,Digital Wallet
10192,19/04/2024,2024,Q2,Apr,West,USA,Washington,Seattle,Retail,Small Business,Electronics,Tablet,Tab Elite,David Clark,17,1108,0.05,17894.2,12501.78,5392.42,Cash
10193,22/07/2024,2024,Q3,Jul,Northeast,USA,Pennsylvania,Philadelphia,Retail,Corporate,Electronics,Tablet,Tab Elite,David Clark,2,508,0.15,863.6,497.67,365.93,Digital Wallet
10194,27/07/2024,2024,Q3,Jul,Midwest,USA,Michigan,Detroit,Retail,Corporate,Furniture,Desk,WorkDesk Pro,John Miller,18,698,0.15,10679.4,6356.35,4323.05,Cash
10195,19/09/2024,2024,Q3,Sep,Midwest,USA,Michigan,Detroit,Online,Small Business,Electronics,Laptop,UltraBook Pro,Emily Carter,2,958,0.05,1820.2,1196.54,623.66,Transfer
10196,11/11/2024,2024,Q4,Nov,Midwest,USA,Michigan,Detroit,Distributor,Small Business,Furniture,Desk,WorkDesk Pro,Michael Brown,3,388,0.05,1105.8,782,323.8,Digital Wallet
10197,28/10/2024,2024,Q4,Oct,South,USA,Georgia,Atlanta,Online,Corporate,Accessories,Headphones,SoundMax,John Miller,14,561,0.1,7068.6,3969.79,3098.81,Digital Wallet
10198,30/10/2024,2024,Q4,Oct,West,USA,California,Los Angeles,Distributor,Small Business,Furniture,Chair,ComfortSeat,Emily Carter,7,801,0.1,5046.3,3607.17,1439.13,Card
10199,12/06/2024,2024,Q2,Jun,Northeast,USA,Massachusetts,Boston,Online,Corporate,Furniture,Desk,WorkDesk Pro,Jessica Lee,15,138,0,2070,1360.06,709.94,Cash
10200,28/12/2024,2024,Q4,Dec,West,USA,California,Los Angeles,Distributor,Consumer,Accessories,Headphones,SoundMax,Emily Carter,17,758,0.05,12241.7,8578.62,3663.08,Digital Wallet
10201,30/07/2024,2024,Q3,Jul,West,USA,California,Los Angeles,Distributor,Small Business,Furniture,Chair,ComfortSeat,John Miller,4,209,0.15,710.6,424.59,286.01,Cash
10202,13/06/2024,2024,Q2,Jun,Midwest,USA,Illinois,Chicago,Online,Consumer,Electronics,Tablet,Tab Elite,Emily Carter,18,1141,0.05,19511.1,12078.81,7432.29,Transfer
10203,10/09/2024,2024,Q3,Sep,Midwest,USA,Ohio,Columbus,Online,Corporate,Accessories,Keyboard,KeyPro,Michael Brown,18,576,0,10368,6851.77,3516.23,Transfer
10204,13/01/2024,2024,Q1,Jan,Northeast,USA,Massachusetts,Boston,Retail,Consumer,Electronics,Tablet,Tab Elite,Jessica Lee,11,136,0.05,1421.2,951.49,469.71,Transfer
10205,26/09/2024,2024,Q3,Sep,South,USA,Florida,Miami,Retail,Small Business,Furniture,Chair,ComfortSeat,Jessica Lee,17,738,0.1,11291.4,8351.94,2939.46,Cash
10206,20/03/2024,2024,Q1,Mar,West,USA,California,Los Angeles,Retail,Small Business,Furniture,Desk,WorkDesk Pro,Jessica Lee,7,889,0,6223,4499.43,1723.57,Transfer
10207,19/09/2024,2024,Q3,Sep,West,USA,California,Los Angeles,Distributor,Consumer,Furniture,Desk,WorkDesk Pro,Emily Carter,17,1173,0.05,18943.95,13375.89,5568.06,Digital Wallet
10208,24/10/2024,2024,Q4,Oct,West,USA,Colorado,Denver,Online,Consumer,Electronics,Phone,Galaxy Max,Emily Carter,14,622,0.1,7837.2,4379.29,3457.91,Transfer
10209,31/08/2024,2024,Q3,Aug,South,USA,Georgia,Atlanta,Online,Consumer,Electronics,Laptop,UltraBook Pro,Michael Brown,7,613,0,4291,3027.57,1263.43,Transfer
10210,08/07/2024,2024,Q3,Jul,South,USA,Texas,Dallas,Retail,Small Business,Accessories,Headphones,SoundMax,Jessica Lee,19,886,0.1,15150.6,8756.44,6394.16,Cash
10211,14/09/2024,2024,Q3,Sep,West,USA,California,Los Angeles,Retail,Consumer,Accessories,Keyboard,KeyPro,Emily Carter,19,975,0.05,17598.75,12782.62,4816.13,Cash
10212,23/11/2024,2024,Q4,Nov,West,USA,Colorado,Denver,Retail,Corporate,Accessories,Keyboard,KeyPro,David Clark,3,1135,0.15,2894.25,2144.32,749.93,Card
10213,14/08/2024,2024,Q3,Aug,South,USA,Texas,Dallas,Online,Consumer,Electronics,Phone,Galaxy Max,John Miller,19,570,0.05,10288.5,5972.06,4316.44,Card
10214,24/12/2024,2024,Q4,Dec,West,USA,Colorado,Denver,Retail,Corporate,Furniture,Desk,WorkDesk Pro,Emily Carter,7,702,0.1,4422.6,3247.58,1175.02,Transfer
10215,17/04/2024,2024,Q2,Apr,Midwest,USA,Ohio,Columbus,Distributor,Small Business,Furniture,Chair,ComfortSeat,Sarah Lopez,7,448,0.05,2979.2,1970.25,1008.95,Cash
10216,22/07/2024,2024,Q3,Jul,South,USA,Texas,Dallas,Online,Small Business,Accessories,Headphones,SoundMax,Emily Carter,6,547,0.1,2953.8,2185.25,768.55,Digital Wallet
10217,28/06/2024,2024,Q2,Jun,South,USA,Texas,Dallas,Distributor,Consumer,Electronics,Laptop,UltraBook Pro,Sarah Lopez,8,771,0.15,5242.8,3876.55,1366.25,Digital Wallet
10218,18/04/2024,2024,Q2,Apr,West,USA,Colorado,Denver,Retail,Corporate,Electronics,Phone,Galaxy Max,Michael Brown,10,597,0.15,5074.5,2812.98,2261.52,Digital Wallet
10219,11/12/2024,2024,Q4,Dec,Midwest,USA,Illinois,Chicago,Online,Consumer,Electronics,Laptop,UltraBook Pro,Sarah Lopez,13,312,0,4056,3038.2,1017.8,Digital Wallet
10220,23/09/2024,2024,Q3,Sep,Midwest,USA,Illinois,Chicago,Online,Consumer,Accessories,Headphones,SoundMax,Jessica Lee,14,812,0.1,10231.2,7101.35,3129.85,Card
10221,02/07/2024,2024,Q3,Jul,West,USA,Colorado,Denver,Retail,Corporate,Accessories,Headphones,SoundMax,Michael Brown,5,976,0.1,4392,3020.18,1371.82,Cash
10222,08/05/2024,2024,Q2,May,West,USA,Colorado,Denver,Retail,Consumer,Electronics,Phone,Galaxy Max,David Clark,5,68,0.1,306,217.17,88.83,Transfer
10223,02/01/2024,2024,Q1,Jan,South,USA,Georgia,Atlanta,Online,Consumer,Accessories,Headphones,SoundMax,Emily Carter,2,687,0.15,1167.9,761.85,406.05,Digital Wallet
10224,02/01/2024,2024,Q1,Jan,Midwest,USA,Illinois,Chicago,Online,Small Business,Accessories,Keyboard,KeyPro,David Clark,5,741,0.1,3334.5,2434.29,900.21,Transfer
10225,16/09/2024,2024,Q3,Sep,Northeast,USA,Massachusetts,Boston,Distributor,Small Business,Electronics,Laptop,UltraBook Pro,David Clark,1,460,0.1,414,291.31,122.69,Cash
10226,02/01/2024,2024,Q1,Jan,South,USA,Georgia,Atlanta,Online,Consumer,Furniture,Chair,ComfortSeat,Sarah Lopez,3,962,0.05,2741.7,1872.84,868.86,Card
10227,18/08/2024,2024,Q3,Aug,Midwest,USA,Ohio,Columbus,Retail,Corporate,Furniture,Desk,WorkDesk Pro,John Miller,12,211,0.05,2405.4,1696.5,708.9,Cash
10228,11/09/2024,2024,Q3,Sep,South,USA,Texas,Dallas,Online,Small Business,Accessories,Keyboard,KeyPro,Michael Brown,2,582,0,1164,783.17,380.83,Digital Wallet
10229,13/01/2024,2024,Q1,Jan,South,USA,Florida,Miami,Online,Corporate,Electronics,Laptop,UltraBook Pro,Jessica Lee,11,533,0,5863,3524.38,2338.62,Digital Wallet
10230,08/11/2024,2024,Q4,Nov,Northeast,USA,Pennsylvania,Philadelphia,Online,Corporate,Accessories,Keyboard,KeyPro,Michael Brown,8,375,0.15,2550,1546.28,1003.72,Cash
10231,18/04/2024,2024,Q2,Apr,South,USA,Texas,Dallas,Distributor,Small Business,Electronics,Laptop,UltraBook Pro,Jessica Lee,4,690,0.15,2346,1327.25,1018.75,Digital Wallet
10232,13/11/2024,2024,Q4,Nov,West,USA,Colorado,Denver,Retail,Consumer,Accessories,Headphones,SoundMax,Emily Carter,3,91,0.1,245.7,166.14,79.56,Card
10233,13/10/2024,2024,Q4,Oct,Midwest,USA,Michigan,Detroit,Online,Small Business,Furniture,Chair,ComfortSeat,Jessica Lee,1,1199,0.05,1139.05,655.51,483.54,Card
10234,01/10/2024,2024,Q4,Oct,South,USA,Florida,Miami,Retail,Small Business,Electronics,Phone,Galaxy Max,David Clark,3,614,0.1,1657.8,949.46,708.34,Digital Wallet
10235,27/07/2024,2024,Q3,Jul,Northeast,USA,New York,New York,Distributor,Corporate,Accessories,Keyboard,KeyPro,Emily Carter,5,861,0,4305,3103.45,1201.55,Card
10236,17/09/2024,2024,Q3,Sep,South,USA,Texas,Dallas,Retail,Small Business,Electronics,Laptop,UltraBook Pro,Sarah Lopez,16,1098,0.05,16689.6,10833.08,5856.52,Card
10237,26/09/2024,2024,Q3,Sep,West,USA,California,Los Angeles,Online,Corporate,Electronics,Laptop,UltraBook Pro,Jessica Lee,9,789,0,7101,3972.17,3128.83,Card
10238,13/12/2024,2024,Q4,Dec,Midwest,USA,Illinois,Chicago,Online,Small Business,Accessories,Headphones,SoundMax,Michael Brown,12,326,0,3912,2645.07,1266.93,Card
10239,17/05/2024,2024,Q2,May,Midwest,USA,Michigan,Detroit,Retail,Corporate,Electronics,Phone,Galaxy Max,Jessica Lee,8,137,0.1,986.4,618.88,367.52,Cash
10240,04/04/2024,2024,Q2,Apr,Midwest,USA,Ohio,Columbus,Online,Corporate,Furniture,Desk,WorkDesk Pro,Michael Brown,20,360,0.15,6120,4571.77,1548.23,Digital Wallet
10241,10/03/2024,2024,Q1,Mar,Northeast,USA,New York,New York,Retail,Consumer,Electronics,Phone,Galaxy Max,Jessica Lee,12,396,0.1,4276.8,2517.15,1759.65,Digital Wallet
10242,07/01/2024,2024,Q1,Jan,West,USA,California,Los Angeles,Retail,Small Business,Accessories,Headphones,SoundMax,Michael Brown,14,1081,0.15,12863.9,7683.71,5180.19,Transfer
10243,24/05/2024,2024,Q2,May,Northeast,USA,Pennsylvania,Philadelphia,Distributor,Small Business,Electronics,Laptop,UltraBook Pro,John Miller,2,1137,0.1,2046.6,1298.33,748.27,Digital Wallet
10244,28/10/2024,2024,Q4,Oct,West,USA,California,Los Angeles,Online,Corporate,Furniture,Chair,ComfortSeat,Emily Carter,18,1027,0.05,17561.7,11877.04,5684.66,Digital Wallet
10245,24/07/2024,2024,Q3,Jul,South,USA,Florida,Miami,Retail,Small Business,Furniture,Chair,ComfortSeat,Sarah Lopez,11,229,0.1,2267.1,1672.8,594.3,Card
10246,09/04/2024,2024,Q2,Apr,West,USA,Colorado,Denver,Retail,Small Business,Accessories,Keyboard,KeyPro,Jessica Lee,2,672,0,1344,802.65,541.35,Digital Wallet
10247,23/07/2024,2024,Q3,Jul,South,USA,Florida,Miami,Distributor,Consumer,Electronics,Phone,Galaxy Max,David Clark,11,769,0.15,7190.15,3959.98,3230.17,Cash
10248,11/04/2024,2024,Q2,Apr,West,USA,California,Los Angeles,Distributor,Consumer,Accessories,Keyboard,KeyPro,David Clark,16,52,0.1,748.8,462.79,286.01,Digital Wallet
10249,12/10/2024,2024,Q4,Oct,Northeast,USA,Massachusetts,Boston,Online,Corporate,Electronics,Tablet,Tab Elite,Jessica Lee,13,641,0.15,7083.05,3924.03,3159.02,Digital Wallet
10250,21/11/2024,2024,Q4,Nov,Northeast,USA,Massachusetts,Boston,Online,Consumer,Electronics,Tablet,Tab Elite,John Miller,20,79,0.15,1343,920.23,422.77,Card
10251,30/09/2024,2024,Q3,Sep,South,USA,Florida,Miami,Distributor,Corporate,Electronics,Phone,Galaxy Max,John Miller,11,600,0.05,6270,4482.79,1787.21,Transfer
10252,06/12/2024,2024,Q4,Dec,Northeast,USA,New York,New York,Distributor,Small Business,Furniture,Chair,ComfortSeat,John Miller,3,1012,0.1,2732.4,1702.23,1030.17,Transfer
10253,29/01/2024,2024,Q1,Jan,South,USA,Florida,Miami,Distributor,Small Business,Furniture,Desk,WorkDesk Pro,Emily Carter,6,1125,0.05,6412.5,4411.96,2000.54,Card
10254,19/11/2024,2024,Q4,Nov,Northeast,USA,Pennsylvania,Philadelphia,Retail,Corporate,Furniture,Chair,ComfortSeat,John Miller,7,512,0.05,3404.8,2543.61,861.19,Digital Wallet
10255,10/01/2024,2024,Q1,Jan,South,USA,Texas,Dallas,Retail,Small Business,Furniture,Desk,WorkDesk Pro,David Clark,5,912,0,4560,2890.09,1669.91,Card
10256,21/07/2024,2024,Q3,Jul,Midwest,USA,Illinois,Chicago,Online,Small Business,Electronics,Phone,Galaxy Max,Michael Brown,20,499,0.1,8982,6629.36,2352.64,Transfer
10257,27/07/2024,2024,Q3,Jul,Midwest,USA,Ohio,Columbus,Distributor,Corporate,Furniture,Chair,ComfortSeat,David Clark,16,973,0,15568,11407.31,4160.69,Card
10258,16/05/2024,2024,Q2,May,Midwest,USA,Illinois,Chicago,Distributor,Corporate,Electronics,Tablet,Tab Elite,John Miller,2,167,0.1,300.6,222.01,78.59,Cash
10259,27/08/2024,2024,Q3,Aug,Midwest,USA,Illinois,Chicago,Distributor,Small Business,Electronics,Laptop,UltraBook Pro,John Miller,14,948,0.05,12608.4,9322.06,3286.34,Card
10260,13/04/2024,2024,Q2,Apr,South,USA,Georgia,Atlanta,Online,Small Business,Furniture,Chair,ComfortSeat,David Clark,18,810,0,14580,9911.1,4668.9,Transfer
10261,25/02/2024,2024,Q1,Feb,Midwest,USA,Michigan,Detroit,Distributor,Consumer,Electronics,Tablet,Tab Elite,Michael Brown,4,729,0.1,2624.4,1817.46,806.94,Transfer
10262,18/08/2024,2024,Q3,Aug,Midwest,USA,Illinois,Chicago,Online,Consumer,Accessories,Keyboard,KeyPro,David Clark,11,1108,0.05,11578.6,8115.89,3462.71,Card
10263,27/09/2024,2024,Q3,Sep,West,USA,Colorado,Denver,Online,Consumer,Accessories,Headphones,SoundMax,Sarah Lopez,14,1145,0.15,13625.5,8739.52,4885.98,Cash
10264,22/05/2024,2024,Q2,May,South,USA,Texas,Dallas,Distributor,Corporate,Electronics,Tablet,Tab Elite,Sarah Lopez,19,759,0.15,12257.85,8707.58,3550.27,Cash
10265,22/02/2024,2024,Q1,Feb,South,USA,Georgia,Atlanta,Retail,Small Business,Accessories,Headphones,SoundMax,Jessica Lee,2,605,0,1210,802.72,407.28,Cash
10266,21/11/2024,2024,Q4,Nov,Midwest,USA,Michigan,Detroit,Retail,Consumer,Furniture,Desk,WorkDesk Pro,Emily Carter,16,313,0.15,4256.8,3021.87,1234.93,Transfer
10267,15/03/2024,2024,Q1,Mar,Northeast,USA,New York,New York,Retail,Consumer,Furniture,Chair,ComfortSeat,John Miller,1,937,0.15,796.45,578.14,218.31,Card
10268,31/07/2024,2024,Q3,Jul,Northeast,USA,Massachusetts,Boston,Online,Small Business,Furniture,Desk,WorkDesk Pro,Emily Carter,10,379,0.1,3411,1950.96,1460.04,Digital Wallet
10269,25/04/2024,2024,Q2,Apr,Midwest,USA,Ohio,Columbus,Online,Corporate,Electronics,Phone,Galaxy Max,Sarah Lopez,10,808,0,8080,5936.52,2143.48,Transfer
10270,08/11/2024,2024,Q4,Nov,South,USA,Texas,Dallas,Distributor,Consumer,Furniture,Chair,ComfortSeat,Jessica Lee,12,1143,0.05,13030.2,8510.66,4519.54,Card
10271,10/11/2024,2024,Q4,Nov,West,USA,California,Los Angeles,Distributor,Corporate,Furniture,Chair,ComfortSeat,Sarah Lopez,13,956,0.1,11185.2,7898.93,3286.27,Cash
10272,25/09/2024,2024,Q3,Sep,West,USA,Washington,Seattle,Online,Corporate,Electronics,Phone,Galaxy Max,Michael Brown,14,957,0.15,11388.3,7622.03,3766.27,Transfer
10273,21/05/2024,2024,Q2,May,Midwest,USA,Michigan,Detroit,Distributor,Consumer,Furniture,Chair,ComfortSeat,Emily Carter,17,303,0.1,4635.9,3192.67,1443.23,Cash
10274,09/07/2024,2024,Q3,Jul,West,USA,Colorado,Denver,Retail,Corporate,Electronics,Laptop,UltraBook Pro,Emily Carter,15,957,0.1,12919.5,9668.26,3251.24,Transfer
10275,04/12/2024,2024,Q4,Dec,Midwest,USA,Illinois,Chicago,Retail,Consumer,Electronics,Laptop,UltraBook Pro,John Miller,14,455,0.05,6051.5,4469.18,1582.32,Digital Wallet
10276,27/11/2024,2024,Q4,Nov,Northeast,USA,Pennsylvania,Philadelphia,Distributor,Consumer,Electronics,Laptop,UltraBook Pro,Emily Carter,18,991,0,17838,10687.67,7150.33,Transfer
10277,27/02/2024,2024,Q1,Feb,Midwest,USA,Illinois,Chicago,Online,Corporate,Accessories,Headphones,SoundMax,Jessica Lee,20,954,0.1,17172,10542.35,6629.65,Card
10278,11/05/2024,2024,Q2,May,Northeast,USA,Pennsylvania,Philadelphia,Retail,Small Business,Accessories,Headphones,SoundMax,Jessica Lee,18,258,0,4644,3422.17,1221.83,Card
10279,20/07/2024,2024,Q3,Jul,South,USA,Georgia,Atlanta,Distributor,Small Business,Furniture,Chair,ComfortSeat,Michael Brown,19,1032,0.1,17647.2,9790.39,7856.81,Transfer
10280,27/06/2024,2024,Q2,Jun,Northeast,USA,Pennsylvania,Philadelphia,Distributor,Corporate,Accessories,Keyboard,KeyPro,Sarah Lopez,1,488,0,488,296.66,191.34,Cash
10281,13/01/2024,2024,Q1,Jan,South,USA,Georgia,Atlanta,Online,Corporate,Electronics,Laptop,UltraBook Pro,Sarah Lopez,13,474,0,6162,4053.14,2108.86,Card
10282,01/04/2024,2024,Q2,Apr,Midwest,USA,Illinois,Chicago,Distributor,Small Business,Electronics,Phone,Galaxy Max,John Miller,19,955,0.05,17237.75,10242.18,6995.57,Transfer
10283,27/04/2024,2024,Q2,Apr,West,USA,Colorado,Denver,Online,Consumer,Accessories,Headphones,SoundMax,Michael Brown,20,547,0.1,9846,7045.91,2800.09,Card
10284,07/11/2024,2024,Q4,Nov,South,USA,Georgia,Atlanta,Retail,Consumer,Electronics,Tablet,Tab Elite,John Miller,7,259,0,1813,1219.71,593.29,Cash
10285,08/02/2024,2024,Q1,Feb,Midwest,USA,Illinois,Chicago,Distributor,Small Business,Accessories,Headphones,SoundMax,Jessica Lee,14,367,0.1,4624.2,2940.33,1683.87,Cash
10286,07/06/2024,2024,Q2,Jun,Northeast,USA,Massachusetts,Boston,Retail,Small Business,Furniture,Desk,WorkDesk Pro,David Clark,18,429,0.15,6563.7,4154.99,2408.71,Transfer
